"","id","imdbID","Title","Year","imdbRating","imdbVotes","Rated","Runtime","genres","r1","r2","r3","Plot"
"8346",8346,"tt0988045","Sherlock Holmes","2009",7.6,"464420","PG-13","128 min","Action|Crime|Mystery|Thriller","tt1515091","tt1032755","tt1638355","Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England."
"8347",8347,"tt1263670","Crazy Heart","2009",7.3,"66253","R","112 min","Drama|Romance","tt0097322","tt1206543","tt1355683","A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him."
"8348",8348,"tt0824758","The Last Station","2009",7,"15062","R","112 min","Drama","tt0114272","tt0098356","tt0117247","A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things."
"8349",8349,"tt1231580","Alvin and the Chipmunks: The Squeakquel","2009",4.5,"30381","PG","88 min","Animation|Children|Comedy|Musical","tt0952640","tt0118998","tt0112572","The world famous singing pre-teen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes."
"8350",8350,"tt1086216","Uncertainty","2008",5.8,"5745","N/A","101 min","Action|Crime|Drama|Fantasy|Romance","tt0108260","tt0250323","tt0387059","A young couple, in love and facing a life-changing decision, find one seemingly ordinary July 4th cleaved in two by the flip of a coin on the Brooklyn Bridge."
"8351",8351,"tt0035860","The Fallen Sparrow","1943",6.7,"852","APPROVED","94 min","Film-Noir|Thriller","tt0042053","tt0039204","tt0040823","In 1940, a former prisoner is determined to find the killer of the New York Police Lt. who helped him escape from a Nazi torture camp in Spain."
"8352",8352,"tt1183251","Beyond a Reasonable Doubt","2009",5.9,"10157","PG-13","106 min","Drama|Mystery","tt0095897","tt0114576","tt0115645","Remake of the 1956 film noir film ""Beyond a Reasonable Doubt"" in which a writer's plan to expose a corrupt district attorney takes an unexpected turn."
"8353",8353,"tt1242545","Looking for Eric","2009",7.2,"12738","N/A","116 min","Comedy|Drama|Fantasy","tt1924394","tt0279977","tt0100491","Eric, a football fanatic postman whose life is descending into crisis, receives some life coaching from the famously philosophical Eric Cantona."
"8354",8354,"tt1407050","American Pie Presents the Book of Love","2009",4.8,"32375","R","93 min","Comedy","tt0243508","tt0209322","tt0436058","Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined,..."
"8355",8355,"tt0049875","Trapeze","1956",6.8,"2994","APPROVED","105 min","Drama","tt0063385","tt0058576","tt0054428","A crippled circus acrobat is torn emotionally between two ambitious young trapeze artists, one a talented young American and a less-gifted but beautiful Italian."
"8356",8356,"tt0058335","Marriage Italian Style","1964",7.5,"4926","N/A","102 min","Comedy|Drama|Romance","tt0057171","tt0054749","tt0054086","The rich man Domenico and Filumena, a penniless prostitute, share great part of their lives in the immediate post WWII Italy."
"8357",8357,"tt0806203","Carriers","2009",6,"34777","PG-13","84 min","Drama|Horror|Thriller","tt0310357","tt0335121","tt0454919","Four friends fleeing a viral pandemic soon learn they are more dangerous than any virus."
"8358",8358,"tt0070077","The Friends of Eddie Coyle","1973",7.6,"5381","R","102 min","Crime|Drama|Thriller","tt0094082","tt0097579","tt0114307","After his last crime has him looking at a long prison sentence for repeat offenses, a low level Boston gangster decides to snitch on his friends to avoid jail time."
"8359",8359,"tt1226681","Pontypool","2008",6.7,"21313","NOT RATED","93 min","Horror|Thriller","tt0116488","tt0023245","tt0016847","A psychological thriller in which a deadly virus infects a small Ontario town."
"8360",8360,"tt0051028","The Sun Also Rises","1957",6.3,"1518","APPROVED","130 min","Drama","tt0045162","tt0029047","tt0034522","A group of disillusioned American expatriate writers live a dissolute, hedonistic lifestyle in 1920's France and Spain."
"8361",8361,"tt0403702","Youth in Revolt","2009",6.5,"63202","R","90 min","Comedy|Drama|Romance","tt0279113","tt1477837","tt0114885","While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity."
"8362",8362,"tt0433362","Daybreakers","2009",6.5,"103743","R","98 min","Action|Drama|Horror|Thriller","tt0339840","tt2397535","tt0090605","In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind."
"8363",8363,"tt0858433","Diamond Dogs","2007",4.2,"1478","R","94 min","Action|Adventure","tt0098180","tt1288403","tt1320253","A mercenary is hired to protect an expedition group while they search for a Tangka, a Buddhist artifact worth millions of dollars."
"8364",8364,"tt1028532","Hachi: A Dog's Tale","2009",8.2,"145623","G","93 min","Drama","tt0114496","tt0108550","tt0089606","A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home."
"8365",8365,"tt1216492","Leap Year","2010",6.4,"69376","PG","100 min","Comedy|Romance","tt0086856","tt0338427","tt0110099","Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it."
"8366",8366,"tt1037705","The Book of Eli","2010",6.9,"221341","R","118 min","Action|Adventure|Drama","tt0112819","tt0107554","tt0179074","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind."
"8367",8367,"tt1343097","The Girl Who Kicked the Hornet's Nest","2009",7.3,"51034","R","147 min","Action|Crime|Mystery","tt1216487","tt1132620","tt2917388","Lisbeth is recovering in a hospital and awaiting trial for three murders when she is released. Mikael must prove her innocence, but Lisbeth must be willing to share the details of her sordid experiences with the court."
"8368",8368,"tt0068698","Hickey & Boggs","1972",6.6,"717","PG","111 min","Crime|Drama|Film-Noir|Thriller","tt0080798","tt0047892","tt0069947","Bill Cosby and Robert Culp (""I Spy"") are united again as private eyes in this Walter Hill-scripted ""film noir."" Searching for a missing girl, they find themselves involved with vicious criminals and precipitating a string of deaths."
"8369",8369,"tt0074686","L'innocente","1976",7.5,"2169","R","112 min","Drama|Romance","tt0035160","tt0067803","tt0067445","Tullio Hermil is a chauvinist aristocrat who flaunts his mistress to his wife, but when he believes she has been unfaithful he becomes enamored of her again."
"8370",8370,"tt1235166","A Prophet","2009",7.9,"76644","R","155 min","Crime|Drama","tt0274117","tt0411270","tt2053425","A young Arab man is sent to a French prison where he becomes a mafia kingpin."
"8371",8371,"tt1503769","Collapse","2009",7.8,"5763","UNRATED","82 min","Documentary","tt0181288","tt0379593","tt0117677","A documentary on Michael Ruppert, a police officer turned independent reporter who predicted the current financial crisis in his self-published newsletter, From the Wilderness."
"8372",8372,"tt1185431","My One and Only","2009",6.6,"7059","PG-13","108 min","Comedy|Drama","tt0111709","tt0360201","tt0083449","An unusual road trip movie about a mother driving her two sons from New York to Pittsburgh to St. Louis and eventually Hollywood in her quest to find a man to take care of them all."
"8373",8373,"tt1107860","The Maiden Heist","2009",6.1,"12319","PG-13","90 min","Comedy|Crime","tt0112302","tt0119086","tt0118755","A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum."
"8374",8374,"tt0271543","Hidden Agenda","2001",4.8,"869","R","94 min","Action|Mystery|Thriller","tt0108238","tt0117011","tt0118883","When the FBI can't protect a witness, it's up to ex-agent Price and his own protection program to take them under."
"8375",8375,"tt0109739","Ernest Goes to School","1994",4.6,"1690","PG","89 min","Children|Comedy|Drama","tt0099512","tt0119068","tt0112499","Jim Varney's recurring dim-bulb character Ernest P. Worrell returns in this film as a school maintenance man seeking to obtain a high school diploma."
"8376",8376,"tt0949815","Mr. Warmth: The Don Rickles Project","2007",7.7,"722","N/A","89 min","Documentary","tt0109254","tt0117768","tt0080455","The documentary consists of tape of Don's show (never been filmed before), interviews with Don's contemporaries, (Steve Lawrence, Bob Newhart, Debbie Reynolds, etc.), established comedians ..."
"8377",8377,"tt0028355","Theodora Goes Wild","1936",7.3,"1516","APPROVED","94 min","Comedy|Romance","tt0026725","tt0036241","tt0031593","The author of a scandalously racy best-selling book tries to hide her celebrity from her provincial small town neighbors who'd be scandalized if they knew."
"8378",8378,"tt0892767","Horsemen","2009",5.6,"18265","R","90 min","Crime|Drama|Horror|Mystery|Thriller","tt0283003","tt0112722","tt0114369","A recently widowed detective still grieving over his wife's death discovers a shocking connection between a serial killing spree and the Four Horsemen of the Apocalypse."
"8379",8379,"tt1224153","Jerichow","2008",7,"1615","UNRATED","93 min","Drama","tt2178941","tt0844457","tt0112445","The dishonorably discharged Afghanistan veteran Thomas returns to his home village of Jerichow. Ali, a local Turkish-German businessman, owner of a snack-bar chain, hires him as a driver. ..."
"8380",8380,"tt0068688","Heat","1972",5.8,"1402","R","102 min","Comedy|Drama|Romance","tt0071233","tt0114885","tt0113537","""Heat"" is a parody of ""Sunset Boulevard."" Joey Davis, an unemployed ex-child actor, uses sex to get his landlady, Lydia, to reduce his rent, and then tries to exert his influence on Sally ..."
"8381",8381,"tt1320082","The Concert","2009",7.6,"14684","PG-13","119 min","Comedy|Drama","tt0170705","tt0116790","tt0158371","Thirty years ago, Andrei Simoniovich Filipov, the renowned conductor of the Bolshoi orchestra, was fired for hiring Jewish musicians. Now a mere cleaning man at the Bolshoi, he learns by ..."
"8382",8382,"tt0974613","The Other Man","2008",5.5,"8967","N/A","88 min","Drama","tt0280778","tt0057427","tt0368658","The story of a husband who suspects his wife of adultery, and sets out to track down the other man in her life."
"8383",8383,"tt0463872","Asterix at the Olympic Games","2008",5.1,"19967","N/A","116 min","Adventure|Children|Comedy|Fantasy","tt0211181","tt0250223","tt0116151","Astérix and Obélix compete at the Olympics in order to help their friend Lovesix marry Princess Irina. Brutus also tries to win the game with his own team and get rid of his father Julius Caesar."
"8384",8384,"tt1190539","The Chaser","2008",7.9,"34619","N/A","125 min","Crime|Drama|Thriller","tt1230385","tt0108181","tt0114690","A cash-strapped pimp and former police detective draws upon the skills of his old job to track down his missing stable of prostitutes."
"8385",8385,"tt0058536","Rudolph, the Red-Nosed Reindeer","1964",8.1,"16638","TV-G","47 min","Adventure|Animation|Children|Fantasy|Musical","tt0115509","tt0116683","tt0095776","A misfit reindeer and his friends look for a place that will accept them."
"8386",8386,"tt1266029","Nowhere Boy","2009",7.2,"28414","R","98 min","Drama","tt2322441","tt0109771","tt0110116","A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life."
